mesh_id	disease
MESH:C563819	autosomal dominant congenital cerulean cataracts
MESH:C563834	Delftia tsuruhatensis AD9
MESH:C563865	NA
MESH:C563875	MDD2 breast cancer
MESH:C563895	NA
MESH:C563898	autosomal dominant non-syndromic oligodontia
MESH:C563914	Larsen-like syndrome
MESH:C563919	Axis 1 disorders of major mental illness
MESH:C563958	NA
MESH:C563971	NA
MESH:C563972	autosomal dominant disorder hereditary non-polyposis colorectal cancer
MESH:C563982	water-clear cell hyperplasia
MESH:C563991	RP11-149I2
MESH:C564008	NA
MESH:C564049	thyroxin deficiency
MESH:C564054	X-linked midline
MESH:C564114	NA
MESH:C564148	autosomal recessive hypoparathyroidism
MESH:C564161	NA
MESH:C564180	NA
MESH:C564237	congenital autosomal recessive small-platelet thrombocytopenia
MESH:C564242	limb-girdle muscular dystrophy 1F
MESH:C564247	NA
MESH:C564262	cardiac and central nervous system anomalies
MESH:C564296	cortical dysplasia type IB
MESH:C564303	Thai dyspeptic
MESH:C564310	choriocapillaris defects
MESH:C564352	NA
MESH:C564388	Figure 1N-P
MESH:C564406	mental illness male
MESH:C564442	NA
MESH:C564483	Malawi 92 Tanzania
MESH:C564492	Ehlers-Danlos syndrome-periventricular heterotopia
MESH:C564495	Martin-Probst syndrome
MESH:C564497	Fancb deficiency impairs hematopoietic
MESH:C564561	skeletal development abnormalities
MESH:C564566	NA
MESH:C564572	X inactivation failure
MESH:C564599	SPG7 Spastic paraplegia
MESH:C564645	NA
MESH:C564656	familial digital arthropathy
MESH:C564712	Adrenocorticotrophic hormone retarded
MESH:C564768	Fetal thymic atrophy
MESH:C564777	male germ cell tumors
MESH:C564871	luteum insufficiency
MESH:C564875	Beaulieu-Bonneau
MESH:C564880	postaxial polydactyly-dental-vertebral syndrome
MESH:C564916	Congenital Sclerosing Osteomalacia With Cerebral Calcification
MESH:C564923	familial osteodysplasia
MESH:C564943	eosinophilia and neutropenia
MESH:C564946	sensory atypicalities
MESH:C564947	excess myelination
MESH:C564948	sensory loss to spastic paraplegia
MESH:C564955	NA
MESH:C564961	NA
MESH:C564976	NA
MESH:C564977	complication of myeloproliferative neoplasms
MESH:C565011	fibula dislocation
MESH:C565016	Stria Terminalis
MESH:C565018	CAUSED
MESH:C565034	anetodermia
MESH:C565061	EDS type VIIB
MESH:C565064	ectrodactyly ectodermal dysplasia cleft palate syndrome
MESH:C565076	osteochondroma or dysplasia epiphysealis hemimelica
MESH:C565089	doughnut deformity
MESH:C565090	Harris type II injury of the proximal phalanx of the fifth toe
MESH:C565099	Glucose-Stimulated Insulin Measurements
MESH:C565103	Dermoodontodysplasia
MESH:C565126	segmental Darier's disease
MESH:C565131	NA
MESH:C565160	CBFB loss
MESH:C565171	non-dysplastic BO
MESH:C565207	Mitosis Ki-67 LI PHH3 MI
MESH:C565216	synpolydactyly type I
MESH:C565218	DFNB28 deafness
MESH:C565251	1.7 disease
MESH:C565260	multinodular type HCCs
MESH:C565279	Dermatitis 6
MESH:C565285	spondyloocular syndrome
MESH:C565319	Nonsyndromic Deafness DFNA25 and Inner Hair Cell Dysfunction
MESH:C565328	NA
MESH:C565336	BRCA1-deficient SKBr-3 breast cancer
MESH:C565349	tibia-fibula fracture
MESH:C565360	MASP2 deficiency
MESH:C565379	Chorioretinopathy 2
MESH:C565393	aciduria type IV
MESH:C565437	distal limb defects
MESH:C565442	Congenital leg deformities
MESH:C565449	Glucose transport in lactation
MESH:C565454	Norrbotten Region
MESH:C565471	hair-splitting
MESH:C565507	hydranencephaly and renal dysplasia
MESH:C565517	valgus deformities of the big toes
MESH:C565537	Drosophila male embryonic gonads
MESH:C565539	hepatic GSD IV
MESH:C565551	Ghosal hematodiaphyseal dysplasia
MESH:C565626	NA
MESH:C565649	familial congenital deafness
MESH:C565681	terminal transverse deficiencies
MESH:C565684	inflammatory diseases and immune deficiencies
MESH:C565738	NA
MESH:C565746	NA
MESH:C565752	Supplementary Figure 1I
MESH:C565768	NA
MESH:C565776	NA
MESH:C565809	febrile seizures plus type 1
MESH:C565822	CCFDN syndrome
MESH:C565825	cerebella ataxia, deafness and narcolepsy
MESH:C565826	ichthyosis and keratoderma
MESH:C565852	sulfaturia
MESH:C565868	loss of temperature sensation
MESH:C565883	cardiac abnormalities/coarctation
MESH:C565905	cirrhosis-associated cerebral dysfunction
MESH:C565910	NA
MESH:C565976	absent pituitary stalk, hypoplasia of the adenohypophysis
MESH:C565988	hypercalprotectinemia
MESH:C566000	carbohydrate-deficient glycoprotein syndrome type IA
MESH:C566013	urate urolithiosis
MESH:C566025	NA
MESH:C566030	multisystem triglyceride storage disease
MESH:C566045	tibial torsion angle
MESH:C566052	Vibrio rumoiensis S-1T
MESH:C566057	NA
MESH:C566062	thoracopelvic dysplasia
MESH:C566089	calcaneus and talus fracture
MESH:C566105	Parker-Weber syndrome
MESH:C566119	forme fruste disease
MESH:C566170	NA
MESH:C566188	cerebellar ataxia or spastic paraparesis
MESH:C566222	deformation without failure
MESH:C566233	familial azotemia
MESH:C566235	Auralcephalosyndactyly
MESH:C566260	hypercholesterolemic apolipoprotein E-deficient
MESH:C566296	UTSigma-1U
MESH:C566333	LQT6
MESH:C566339	NA
MESH:C566340	Retinoic acid synthesis deficiency
MESH:C566344	Deafness 14
MESH:C566353	DFNB21 hearing loss
MESH:C566410	DFNB13 deafness
MESH:C566472	pigmented nodular adrenal disease
MESH:C566481	NA
MESH:C566484	anterior coloboma
MESH:C566500	autosomal dominant familial hemiplegic migraine
MESH:C566509	Hestia Criteria
MESH:C566530	systematic thrombolysis
MESH:C566545	"15 ""dysfunctional"""
MESH:C566569	Neonatal meningitis E
MESH:C566587	extraocular muscle enlargement
MESH:C566604	corneal posterior embryotoxon
MESH:C566646	familial paraganglioma type 2
MESH:C566672	NA
MESH:C566673	Finkel SI
MESH:C566687	delay of epiphyseal ossification
MESH:C566702	aplasia of the parotid
MESH:C566713	pericentral pigmentary retinopathy
MESH:C566716	NA
MESH:C566718	NA
MESH:C566725	short ragweed allergens
MESH:C566757	pronator syndrome
MESH:C566767	postaxial oligodactyly
MESH:C566794	platelet delta storage pool deficiencies
MESH:C566798	platelet factor (PF4) deficiency
MESH:C566884	macrophakia
MESH:C566900	later adult disease
MESH:C566932	AF-5
MESH:C566951	depression30-63
MESH:C566954	WTSigma-1W
MESH:C566955	juvenile cortical lesion
MESH:C566981	HEIDENHAIN
MESH:C566989	heminasal defect
MESH:C567001	20-1,000 Hz
MESH:C567023	autosomal recessive chronic distal spinal muscular atrophy
MESH:C567037	NA
MESH:C567038	tubular abnormalities
MESH:C567087	type 2 Brugada syndrome
MESH:C567097	saposin A deficiency
MESH:C567122	inversa recessive dystrophic epidermolysis bullosa
MESH:C567162	cardioplegia uniformity
MESH:C567164	acquired abnormalities of the protein C
MESH:C567166	Hypomyelination and congenital cataract
MESH:C567184	3q29 syndrome
MESH:C567186	NA
MESH:C567195	NA
MESH:C567263	NA
MESH:C567272	NA
MESH:C567309	arachnodactyly and scoliosis
MESH:C567314	atrophy of the basal ganglia and cerebellum (H-ABC) syndrome
MESH:C567351	6 ovarian cancer
MESH:C567354	NA
MESH:C567358	NA
MESH:C567370	(ICHTHYIN) Deficiency
MESH:C567383	bowel 14
MESH:C567404	NA
MESH:C567409	ID F Rank ID F Rank ID F Rank ID
MESH:C567430	SE=1.16
MESH:C567433	NTE-Abeta
MESH:C567443	Blood loss     X    Maternal complications     X X
MESH:C567461	CSF2RA-Deficiency
MESH:C567477	X-linked hereditary condition
MESH:C567492	small sella turcica
MESH:C567519	tremor-idiopathic normal pressure hydrocephalus
MESH:C567528	atpE RAVs
MESH:C567529	mood change and dysfunctional attitudes in remitted bipolar I affective disorder
MESH:C567566	puberty fits
MESH:C567642	NA
MESH:C567672	NA
MESH:C567716	Urban-Rifkin-Davis syndrome
MESH:C567752	familial hemophagocytic lymphohistiocytosis type 5 (FHL-5) syndrome
MESH:C567758	cone loss
MESH:C567772	NA
MESH:C567809	NA
MESH:C567813	NA
MESH:C567817	Primary biliary cirrhosis                2
MESH:C567838	Nr5a1-deficient
MESH:C567843	BAG3 deficiency
MESH:C567862	M(CO)2(P)2
MESH:C573023	Lentiginosis profusa syndrome
MESH:C579849	Witteveen-Kolk syndrome
MESH:C579978	infertile CatSper-deficient
MESH:C580095	familial osteochondritis dissecans
MESH:C580456	spastic paraplegia type 4
MESH:C581942	reductase deficiency or hemoglobin M disease
MESH:D000069295	basal insulin analogue plus oral antidiabetic
MESH:D000072663	Spontaneous colonic perforation
MESH:D018601	NA
MESH:D020924	NA
MESH:D055761	avian reticuloendotheliosis virus
OMIM:137550	CMNS
OMIM:137940	Hypotrichosis-lymphedema-telangiectasia-renal defect
OMIM:183840	Spondyloarthropathy 2
OMIM:190320	NA
OMIM:190900	CBT
OMIM:222800	deficiency of diphosphoglycerate
OMIM:260600	hypomyelinating leukodystrophy-3
OMIM:260660	Cousin syndrome
OMIM:276902	IN TYPE III
OMIM:300136	X-linked immune dysregulation, neonatal insulin dependent diabetes
OMIM:300143	NA
OMIM:300799	Raymond-Cestan syndrome
OMIM:300802	KDD'96
OMIM:300868	anomalies-hypotonia-seizures syndrome 2
OMIM:300896	IIMs
OMIM:300911	spasticity and parkinsonism
OMIM:300914	6-linked SIAs
OMIM:300918	X-linked Olmsted syndrome
OMIM:300934	Attarwala IY
OMIM:300984	x 105 ovarian cancer
OMIM:302045	NA
OMIM:303800	CBD
OMIM:600901	OWN-AGE BIAS IN FACE
OMIM:602197	Carcinoma autoantigens T
OMIM:603040	GENE IN
OMIM:605990	ACID
OMIM:607060	PARK8-linked Parkinson'
OMIM:607721	Andrea Tosti
OMIM:608584	Factor 2 psychopathy traits
OMIM:609400	CTLA-4 deficiency-related autoimmune choroidopathy
OMIM:610168	Loeys-Dietz syndrome type 2
OMIM:611812	Serkal syndrome
OMIM:612075	neighborhood information
OMIM:612306	Drosophila quantitative traits
OMIM:612353	Autosomal Dominant Disseminated Superficial Porokeratosis
OMIM:612624	END
OMIM:612852	DIRA
OMIM:613157	2O-T
OMIM:613353	MNMN
OMIM:613399	breast/ovarian families
OMIM:613617	blaNDM-1 and blaOXA-58
OMIM:613676	autosomal recessive Seckel syndrome
OMIM:613690	NA
OMIM:613708	ID impairment
OMIM:613863	olecranon osteotomy approach
OMIM:614023	3-phosphoserine phosphatase deficiency
OMIM:614096	mitochondrial hypertrophic cardiomyopathy
OMIM:614188	craniosynostosis and dental anomalies
OMIM:614261	Microcephaly-capillary malformation syndrome
OMIM:614436	Charcot-Marie-Tooth disease type 2P
OMIM:614678	modeling pontocerebellar hypoplasia type 1b disease
OMIM:614741	mitochondrial pyruvate
OMIM:614756	nonprogressive cerebellar ataxia
OMIM:614878	antibody deficiency and immune dysregulation (APLAID) syndrome
OMIM:614891	30'14''N
OMIM:615031	49 spastic
OMIM:615188	rhinovirus type 39 infection
OMIM:615277	type 19 infection
OMIM:615362	KUFS
OMIM:615376	RI declines
OMIM:615429	MyD-88 deficiency
OMIM:615489	choriocapillaris' reduced blood
OMIM:615491	autosomal recessive spastic paraplegia-79
OMIM:615517	FER-LIKE IRON DEFICIENCY-INDUCED
OMIM:615597	Congenital disorder of glycosylation type Ix
OMIM:615615	HPV16/18 infection
OMIM:615703	morbidity and failure
OMIM:615897	24-hr post infection
OMIM:615972	autosomal recessive nanophthalmos
OMIM:616007	CAGSSS syndrome
OMIM:616042	P-HUS-103
OMIM:616267	recessive ataxia with oculomotor apraxia type 4
OMIM:616268	ARTh
OMIM:616271	aciduria type VII
OMIM:616278	BILE IN
OMIM:616577	ACID IN REDUCING BLOOD LOSS IN
OMIM:616586	Figure SI-9b
OMIM:616697	H-69 tumours
OMIM:616705	Mauritania 97.8 Tunisia
OMIM:616708	DeSanto-Shinawi syndrome
OMIM:616724	ClC-7 Deficiency Impairs Tooth
OMIM:616901	INNs
OMIM:617017	SI-2T
OMIM:617027	IV FH tumors
OMIM:617066	Chauveau
OMIM:617072	joint contractures and spine deformities
OMIM:617173	IDDCA
OMIM:617183	Harel-Yoon syndrome
OMIM:617214	oocyte activation deficiency
OMIM:617223	sudden hepatic failure
OMIM:617330	HADDs
OMIM:617333	Dysmorphic Facies and Ptosis
OMIM:617433	HuT-78 lymphoma
MESH:C000608733	angiosarcoma in post-mastectomy lymphoedema|Angiosarcoma in post-mastectomy lymphoedema
MESH:C000656884	disseminated emmonsiosis
MESH:C000656906	Acremonium fungaemias
MESH:C000656907	Exserohilum infections
MESH:C483996	ephemerovirus gamma proteins
MESH:C531607	leukodystrophy Alexander disease
MESH:C531629	Balantidium infection|Balantidium coli infection
MESH:C531664	cystinuria 1; sarcoidosis 1; and polycystic disease
MESH:C531763	'heart irritability
MESH:C531849	Asia non-tropical infections
MESH:C535275	amoeba Naegleria fowleri
MESH:C535294	Malcolm Slaney's Auditory Toolbox
MESH:C535303	CMTX3 neuropathy
MESH:C535312	metabolic diseases 3-hydroxyisobutyric aciduria
MESH:C535343	Angiofibromas (15)Ungual fibromas (31)              Angiomyolipomas (31)MMPH (31)Cortical dysplasia
MESH:C535361	001 1,001 1,001 1,001   Phenylalanine ring breath
MESH:C535363	CH and CH-Q25 contract|swelling behavior of CH, CH-Q25
MESH:C535391	Facharzt fur plastische und asthetische Chirurgie
MESH:C535437	Jagannathan Kokilavani
MESH:C535454	Maternal uniparental chromosome 9 disomy
MESH:C535461	Idiopathic congenital chylothorax
MESH:C535485	Trisomy 13q
MESH:C535492	Garavan 2010; Tomasi
MESH:C535505	bilateral hereditary microepiphyseal dysplasia
MESH:C535512	Epitheliosis desquamativa
MESH:C535539	atrial fibrotic change
MESH:C535567	absent cystic duct|congenitally absent cystic duct
MESH:C535570	Acalvaria
MESH:C535593	P22's failure
MESH:C535595	HC-P32(accession number
MESH:C535609	Hayasaka
MESH:C535613	Aziz HF
MESH:C535616	alive Rama Chandran|Rama Chandran
MESH:C535617	Legion naires disease
MESH:C535623	hall mentalities
MESH:C535624	aplasia of the thumb extensors
MESH:C535625	Hamano I, Yoneyama T
MESH:C535643	Abbot Australasia
MESH:C535654	acromegaloid changes
MESH:C535680	Axenfeld-Rieger syndrome and 2 eyes
MESH:C535693	CHARGE syndrome Verloes criteria
MESH:C535710	dehydrogenase deficiency Carnitine palmitoyltransferase IA deficiency Maple syrup urine disease
MESH:C535712	disorders Hyperammoniemia 4 2 Leucinosis (Maple syrup urine disease) Encephalopathy
MESH:C535728	dysautonomia and cortical visual impairment
MESH:C535751	CMT disease type 1X
MESH:C535756	Cog1 deficiency accompanies the Cog8 deficiency
MESH:C535829	Holo-prosencephaly-polydactyly ('pseudotrisomy 13') syndrome
MESH:C535846	hypomorphic MEF lines
MESH:C535864	hereditary deafness forms
MESH:C535874	Rowley  Yasuji Matsuoka Yasuji Matsuoka  Taisuke Tomita Taisuke Tomita  Bruno P
MESH:C535888	hypogammaglobulinemia and colitis ulcerosa
MESH:C535971	autosomal dominant coloboma/microphthalmos
MESH:C535986	CMMS CMMS CFT CFT CFT Sentence span Daneman Daneman Daneman Daneman Daneman
MESH:C536010	Achalasia microcephaly syndrome
MESH:C536031	abdominal evidenciava uma massa heterogenea
MESH:C536033	CL RAS CL RAS CL RAS CL
MESH:C536052	autosomal recessive osteolysis
MESH:C536071	Hunter Carpenter Macdonald syndrome
MESH:C536080	17beta-HSD3 deficiency
MESH:C536082	childhood idiopathic hypercalciuria
MESH:C536131	hepatobiliary ductal plate malformation.2 Meckel syndrome
MESH:C536134	BIOCHEMICAL ABNORMALITIES OF THE MEDIAL TEMPORAL LOBE AND MEDIAL
MESH:C536153	Extensive palmoplantar hyperkeratosis and hypoplatic nails
MESH:C536177	midline abnormalities
MESH:C536199	bias Beasley
MESH:C536233	blepharophimosis-ptosis-epicanthus inversus syndrome type 1
MESH:C536284	Aritoshi Iida
MESH:C536310	leprechaunoid
MESH:C536313	Fainardi Enrico Fainardi  Roberta Rizzo Roberta
MESH:C536387	autosomal recessive facio-skeleto-genital syndrome
MESH:C536389	faciomandibular myoclonia
MESH:C536416	abnormal juvenile
MESH:C536445	atresia-coronal
MESH:C536461	Elisabeth Skarstein Waaler
MESH:C536479	A liver urocanase deficiency
MESH:C536497	glucose-linked tetra
MESH:C536513	Jewett type orthosis
MESH:C536529	Gruppe der Nichtmigrantinnen mit einem Anteil von 2
MESH:C536538	amelogenesis imperfecta and platyspondyly
MESH:C536539	Cerebro-Acro-Visceral Early lethality multiplex syndrome|delineation of the cerebro-acro-visceral early lethality (CAVE) multiplex syndrome
MESH:C536540	Severe defects involve deficiencies
MESH:C536550	congenital dento-facial deformity or syndromic
MESH:C536576	myopaeformis Bork
MESH:C536585	(2)alpha deficiency
MESH:C536593	Castelo Branco
MESH:C536602	00003214-A01 (Abnova) HEK293 LCA5 NBP1
MESH:C536646	Pena-Shokeir type 2 syndrome
MESH:C536656	Abeta Peptide
MESH:C536669	Mikulicz-Sjogren syndrome
MESH:C536694	Flavia Ribeiro Machado, Glauco Adrieno Westphal, Jorge Ibrain Figueira Salluh
MESH:C536696	oligodactyly with the deficiency of the fifth ray
MESH:C536705	Hirsutism-skeletal dysplasia-mental retardation syndrome
MESH:C536712	Glenlea  Hard Red Winter
MESH:C536728	erotomanic stalker
MESH:C536743	death are internal bleeding or immune system failure
MESH:C536744	EF(PSII) decrease   phiND increase   EF(C) growth
MESH:C536757	adrenal hypoplasia congenita
MESH:C536760	Cross-linked TPEs
MESH:C536782	1a-T
MESH:C536793	21q-syndrome
MESH:C536794	disomy 21 plus disomy
MESH:C536797	Q11's phenylalanines
MESH:C536825	sparse hair and telangiectases
MESH:C536834	2-Hydroxyglutric aciduria
MESH:C536848	familial infantile myelofibrosis
MESH:C536866	Paraplegia C4-6
MESH:C536872	aafc.DH-1B, QCp.aafc.DH-2A and QCp.aafc.DH-5B QTL
MESH:C536881	Ryukyuan archipelago
MESH:C536909	thyroglossal tract atrophies
MESH:C536949	Farage lymphoma
MESH:C536960	hAPN-T
MESH:C536964	cephalopolysyn-dactyly syndrome
MESH:C536969	dystonia of infancy
MESH:C536976	congenital tracheal stenosis and tracheoesophageal (TE) fistula
MESH:C537012	trichodermal infections
MESH:C537030	familial lipomyelomeningocele
MESH:C537071	cystic follicular disease
MESH:C537074	Fara Fauzana
MESH:C537076	Adama Faye
MESH:C537084	brachioskeletogenital syndrome
MESH:C537086	hip arthroplasty for Mseleni disease|Mseleni disease
MESH:C537137	hyperlocomotion   Lindemann
MESH:C537164	panostotic disease
MESH:C537167	florid cutaneous papillomatosis
MESH:C537187	annulati abnormality|pili annulati abnormality
MESH:C537193	algumas bulas|bulas acessiveis para|bulas insuficientemente robustas
MESH:C537201	SCA23 disease
MESH:C537203	00E-26  Drosophila melanogaster  AF313391 P
MESH:C537226	Kuba-Khachmass, Shirvan
MESH:C537275	Abeta deposits had morphological abnormalities
MESH:C537279	gosh
MESH:C537284	Andreas Gombos
MESH:C537361	adenosylcobalamin deficiency
MESH:C537388	Felipe Moura Maia Pinheiro
MESH:C537399	Hair-nail dysplasia
MESH:C537405	palatal growth retardation
MESH:C537407	Bruck syndrome 2, autism
MESH:C537421	AuS-(CH CH)nHAu system
MESH:C537442	cell migration fits a hypothetic Ras tumor
MESH:C537461	biliary disease Reisner
MESH:C537471	midphalangeal
MESH:C537479	osteopoikilosis other sclerosing bone dystrophies
MESH:C537486	hereditary spastic paraplegia SPG14
MESH:C537487	hypoplastic natal teeth
MESH:C537497	Completamento della ricerche della Dott
MESH:C537534	familial microcephalic
MESH:C537546	Hypotonia Spastic quadriplegia Congenital microcephaly|Spastic quadriplegia Relative microcephaly
MESH:C537553	Agenesis              Hypodontia              Hypoplasia              Microdontia
MESH:C537557	capitis radius dislocation
MESH:C537561	Beighton hyperflexibility
MESH:C537579	ABEJ00000000 ST-322 SL491 Virchow Human ABFH00000000
MESH:C537636	Drosophila melanogaster chromosome 4
MESH:C537638	decreased p16 versus tumors
MESH:C537639	Anellus arms very long
MESH:C537650	trisomy 5q syndrome
MESH:C537662	Battaglia and Meschia
MESH:C537665	CHD definition CEVD definition Cohort
MESH:C537686	MMEP abnormalities
MESH:C537706	Garrity N/A Drosophila
MESH:C537719	Foot Macrodactyly
MESH:C537720	congenital hand macrodactyly
MESH:C537726	black Landolt Csij
MESH:C537783	Loeys-Dietz-syndrome type 2B
MESH:C537807	6q- abnormalities of lymphoid tumors
MESH:C537819	7p-syndrome
MESH:C537820	Diploma P12 Male
MESH:C537824	Ciconia ciconia 8 Ring'hongo erilabhuru Ring'hongo
MESH:C537826	8p- syndrome
MESH:C537827	8p23 syndrome
MESH:C537832	Atypical foveomacular vitelliform degeneration
MESH:C537862	familial ochronosis
MESH:C537885	cataract 2 Retinopathy of prematurity 2 Strabismus 3 Peters Anomaly 1 Rieger's Anomaly
MESH:C537886	Petty-Laxova-Wiedemann progeroid syndrome
MESH:C537910	Bardet-Biedl syndrome 2
MESH:C537930	Ectrodactyly fibular aplasia
MESH:C537937	diarrhoea Walson
MESH:C537953	CLN9-deficient
MESH:C537959	hypertrichosis and mental retardation
MESH:C538031	14q abnormalities
MESH:C538041	001 Leukopaenia 16
MESH:C538047	Q24-Benign tumor
MESH:C538075	Marcia Carlson
MESH:C538079	RPD Ptosis RPD MW PD   Ptosis
MESH:C538091	Pachygyria and epilepsy Fever
MESH:C538112	Leonardo Negrete
MESH:C538126	haemorrhoidalis Kuster|Dermestes haemorrhoidalis Kuster|oviposition of Dermestes haemorrhoidalis Kuster
MESH:C538148	amygdala manipulations
MESH:C538185	Acrofacial dysostosis Palagonia
MESH:C538202	Occipital Fasciculus 51 L Middle Longitudinal Fasciculus
MESH:C538247	2 deficiencies, congenital Amish microcephaly, neuropathy
MESH:C538284	dominant versus non-dominant ovarian cancer
MESH:C538286	Hutterite-type cataracts|Hutterite-type juvenile cataracts
MESH:C538293	Congenital adrenalhyperplasia              11p-hydroxylase deficiency
MESH:C538300	12q anomalies
MESH:C538302	12p12 abnormalities
MESH:C538308	trisomy 18q
MESH:C538332	acrofrontofacionasal dysostosis 2 syndrome
MESH:C538340	Alfred P Sloan Fellow
MESH:C538367	IWK|Izaak Walton Killam
MESH:C538376	Fructose-Induced Hyperinsulinemic, Hyperlipidemic
MESH:C538493	Familial Burkitt's lymphoma
MESH:C538553	familial subependymomas
MESH:C538641	congenital linear atrophoderma
MESH:C538678	Myodes glareolus
MESH:C538679	Antero-inferior paralabral
MESH:C540309	E deficiency in neuropathy of abetalipoproteinemia|neuropathy of abetalipoproteinemia
MESH:C548033	Ar-deficiency-induced renal medullary defects
MESH:C548071	decreases skin wrinkles
MESH:C548420	Duodenum carcinoma
MESH:C557817	akin proximal phalangeal osteotomy
MESH:C557830	15q11-q13 deficiency
MESH:C562391	congenital lung cyst and ovarian fibromata
MESH:C562447	late dysplasia
MESH:C562563	atrophic microcolon
MESH:C562638	epidermolysis bullosa dystrophica Bart|bullosa dystrophica Bart
MESH:C562736	keratinocyte carcinoma
MESH:C562751	epistaxis and impairment of vision
MESH:C562806	disorder instead of disease IDs
MESH:C562868	intra-aortic balloon pump, posttransfusion hepatitis|posttransfusion hepatitis
MESH:C562876	carboxypeptidase E deficiency
MESH:C562886	Atresia bronquica congenita
MESH:C562890	Alport hereditary nephritis
MESH:C562907	acromegalic pts.Twenty acromegalic
MESH:C562961	tibia-metacarpal type CDP
MESH:C562968	spondyloepimetaphyseal dysplasia joint laxity syndrome
MESH:C562974	autosomal dominant osteosclerosis type Stanescu
MESH:C563067	hypospadias-mental retardation syndrome
MESH:C563117	Franco-Rosselli P
MESH:C563137	9-linked disease
MESH:C563142	Autism  F0819257 F 8Y Postnatal der(20) Mental retardation
MESH:C563164	double hernias
MESH:C563301	neonatal NP-C disease
MESH:C563331	Aprosencephaly and cerebellar dysgenesis
MESH:C563336	allogenic EL-4 tumors
MESH:C563341	hyposegmented hypogranular neutrophils
MESH:C563342	coarse face schema
MESH:C563354	DFNA10 hearing loss|inherited DFNA10 autosomal dominant hearing loss|DFNA10 plus DCM
MESH:C563358	familial hereditary pulmonary arterial hypertension
MESH:C563380	congenital ossification defects|congenital ossification defect
MESH:C563395	autosomal recessive childhood onset epilepsy syndrome
MESH:C563402	Keratohyalin abnormalities
MESH:C563433	14.3 (6.8) 15.6 (8.4) Diabetes
MESH:C563439	nocturnal enuresis 2
MESH:C563448	anomalies              3                                                  Total Facial Clefting|anomalies              3                                            Facial cleft
MESH:C563451	detrimental disease progression in MODY4 diabetes
MESH:C563453	injury-proximal versus injury-distal mitochondria|injury-proximal mitochondria before injury|injury-proximal and injury-distal mitochondria
MESH:C563469	cord1 disease
MESH:C563500	Congenital static familial ophthalmoplegia
MESH:C563506	bilateral pedal neuropathy
MESH:C563526	Diabetic Retinopathy AS 27
MESH:C563561	Charcot-Marie-Tooth Type IIA
MESH:C563569	coronary artery calcification in HIV
MESH:C563580	arrested tauopathy
MESH:C563585	arctometatarsalian metatarsus
MESH:C563589	Frontal tibia radius
MESH:C563599	maxillofacial dysostosis
MESH:C563640	'chronic' lactic acidaemia
MESH:C563687	2 Breast Lung Colorectum Stomach Liver Pancreas Gallbladder Ovarian Cervix Leukemia
MESH:C563695	epileptiform photoparoxysmal
MESH:C563697	dominant parietal lobe
MESH:C563702	neuropathy (SPOAN) syndrome
MESH:C563726	-1.49) Preeclampsia/eclampsia 2
MESH:C563744	Lung(5)Colon(5)Prostate(5)Stomach(4) Pancreas(4)Kidney
MESH:C563764	Febrile convulsion 83 (6.6)  Encephalitis/meningitis
MESH:C563784	arrhythmogenic myofibrillar
MESH:C563790	autosomal dominant auditory neuropathy
MESH:C563805	congenital hypothyrodism and hyperthyrotropinemia without hypothyroxinemia
MESH:C563808	ARVD9 Brugada syndrome
MESH:C563815	Dermatologia 36 Cirugia
MESH:C563869	HIV in rural matrilineal Chiradzulu
MESH:C563870	impaired to anosmia
MESH:C563873	(1)GSK(1)K(1)AISK(1)AQK|(1)GSK(1)K(1)AVTK(1)VQK|KGSK(1)K(1)AVTK(1)AQK
MESH:C563882	0000  Asthma 134 (1.4) 134 (1.4) 1.0000  Cancer
MESH:C563883	3 prostate adenocarcinomas
MESH:C563896	developmental delay/intellectual deficiency, midface hypoplasia
MESH:C563900	Autosomal Dominant              Keratoconus
MESH:C563964	14                                      Neonatal Deathb
MESH:C563978	de Citologia Exfoliativa
MESH:C564011	Diabetes 2727 19.6  Congenital heart disease
MESH:C564012	diabetic retinopathy forms|Diabetic Retinopathy Forms
MESH:C564020	ataxia, sporadic adult-onset UMN syndrome
MESH:C564023	HY-FIB plus cyclic
MESH:C564032	dendrites innervate only type II hair cells
MESH:C564058	Neurocognitive Deficits and Neurocognitive Rehabilitation
MESH:C564072	AAaa X Aaaa AAaa X AAaa multiple
MESH:C564084	optic atrophy and spastic paraplegia
MESH:C564087	External eye muscle neurosis Szokalski    1850 Myopia
MESH:C564118	infancy obstructive jaundice
MESH:C564136	Abnormal heart rate variability
MESH:C564160	FCDs type IIa
MESH:C564162	carcinoma of type IIc
MESH:C564170	deficiency and loss of type II
MESH:C564194	Branchiostoma globins
MESH:C564197	poikilocytic anaemia
MESH:C564217	ADVISED OF THE POSSIBILITY OF SUCH
MESH:C564218	deficiency of glutathione reductase
MESH:C564233	CrVI-catalyzed E-ring opening
MESH:C564246	'43.6''N Karandugala Tropical Dry
MESH:C564250	~1.49)                                     Daytime dysfunction
MESH:C564263	hallucal abnormality
MESH:C564272	abilitiesConfidence Medical education leadership 0.41 Dr T
MESH:C564273	Neurologia 38 Urologia 38    Oncologia 69     Pediatria 178     Psiquiatria 79     Reumatologia
MESH:C564274	BFIS3              Seizures
MESH:C564292	autosomal recessive periventricular heterotopia
MESH:C564298	absence of injury to the pancreatic duct
MESH:C564326	2,000 Mitral valve
MESH:C564348	52 tumors
